entry.id,jurisdiction,intervention.category,intervention.type,primary.source.news.release.or.specific.resource,secondary.source,action,level,indigenous.population.group,date.announced,date.implemented,intervention.who,intervention.what,effective.until
AB099,Alta.,Health workforce,Health workforce — change in practice,https://crdha.ca/,Not applicable,To be completed,Provincial/territorial,FALSE,2020-04-15,2020-04-15,College of Registered Dental Hygienists of Alberta,Announced call for registered dental hygienists who are not presently Alberta Health Services employees to volunteer during the COVID-19 pandemic,
AB100,Alta.,Health workforce,Health workforce — safety guidelines,https://www.dentalhealthalberta.ca/wp-content/uploads/2020/05/Guidelines-on-Emergency-Treatment_5.4.2020.pdf,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-01,2020-05-04,Alberta Dental Association and College,Updated guidelines on emergency and urgent treatment. Definitions of urgent treatment provided.,
AB101,Alta.,Case management,Case management — assessment centres,Not applicable,https://globalnews.ca/news/6661570/health-link-assessment-labs-alberta-coronavirus/,To be completed,Provincial/territorial,FALSE,2020-03-11,,Alberta Health Services,Opened assessment centres in Edmonton and Calgary due to high demand for virus testing,
AB102,Alta.,Closures,Closures — non-essential services,https://open.alberta.ca/dataset/c02f3b06-9c37-4845-98ee-d07d805fdce1/resource/32f3367d-9a15-4aef-af6e-4e960891c14e/download/health-cmoh-record-of-decision-cmoh-07-2020.pdf,https://www.alberta.ca/restrictions-on-businesses.aspx,To be completed,Provincial/territorial,FALSE,2020-03-27,2020-03-27,"Government of Alberta, Premier, Chief Medical Officer of Health","Ordered closures of non-essential places of business including any place of business providing personal services, wellness services and retail stores",
AB103,Alta.,Health workforce,Health workforce — change in practice,https://nurses.ab.ca/about/what-is-carna/news/news-story/updates-on-novel-coronavirus-covid19,https://www.alberta.ca/release.cfm?xID=71250C5D71902-FADC-21BD-C052BEC9A12ED2A8,To be completed,Provincial/territorial,FALSE,2020-05-04,,College and Association of Registered Nurses of Alberta,Issued a ministerial order modifying the Nursing Homes General Regulation and the Nursing Homes Operation Regulation to enable nurse practitioners to work to their full scopes of practice in nursing homes during the COVID-19 pandemic,
AB104,Alta.,Openings,Openings — recreation,https://www.alberta.ca/release.cfm?xID=713059FD4BFD2-C553-8318-CA124E3833514426,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-08,2020-05-08,Government of Alberta,"Permitted travel to summer homes, cabins and cottages within Alberta, reminding Albertans to consider local community guidelines and the health and safety of small communities",
AB105,Alta.,Openings,Openings — recreation,https://www.alberta.ca/release.cfm?xID=713059FD4BFD2-C553-8318-CA124E3833514426,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-08,2020-05-08,Government of Alberta,"Permitted outdoor gun ranges to open, with restrictions to ensure adequate physical distancing, increased sanitization and limited contact with high-touch objects and surfaces",
AB106,Alta.,Openings,Openings — recreation,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-13,2020-05-14,Government of Alberta,Permitted museums and art galleries to resume operations in all areas,
AB107,Alta.,Openings,Openings — non-essential services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-05-14,Government of Alberta,"Permitted cafés, restaurants, pubs and bars to reopen for table service at 50% capacity in all areas except the cities of Calgary and Brooks",
AB108,Alta.,Openings,Openings — non-essential services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-13,2020-05-14,Government of Alberta,"Permitted retail businesses, such as clothing, furniture and bookstores, and farmers' markets to resume operations in all areas",
AB109,Alta.,Openings,Openings — non-essential services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-05-14,Government of Alberta,"Permitted hair stylists and barbershops to resume operations in all areas, except the cities of Calgary and Brooks",
AB110,Alta.,Openings,Openings — daycares,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-13,2020-05-14,Government of Alberta,"Permitted daycares and out-of-school care to resume in all areas; facilities may operate with a maximum cohort of 10 people, including staff and children",
AB111,Alta.,Openings,Openings — daycares,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-05-14,Government of Alberta,"Permitted day camps, including summer school, to resume in all areas except the cities of Calgary and Brooks; facilities may operate with a maximum cohort of 50 people, including staff and children",
AB112,Alta.,Openings,Openings — education,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-05-14,Government of Alberta,Permitted post-secondary institutions in all areas except the cities of Calgary and Brooks to deliver courses with more flexibility for in-person delivery once the existing health order prohibiting in-person classes is lifted,
AB113,Alta.,Openings,Openings — non-essential services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-05-14,Government of Alberta,"Permitted places of worship and funeral services to reopen provided they follow specific guidance in all areas, except the cities of Calgary and Brooks",
AB114,Alta.,Health services,Health services — resumed medical procedures,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,https://www.alberta.ca/release.cfm?xID=71415671C0F0F-09D5-D29B-90D4D50D2FD8CA1B,To be completed,Provincial/territorial,FALSE,2020-05-13,2020-05-04,Government of Alberta,"Resumed some scheduled, non-urgent surgeries gradually",
AB115,Alta.,Openings,Openings — health services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,https://www.alberta.ca/alberta-relaunch-strategy.aspx,To be completed,Provincial/territorial,FALSE,2020-05-13,2020-05-14,Government of Alberta,"Permitted regulated health professions in all areas of the province (e.g., dentists, physiotherapists, speech-language pathologists, respiratory therapists, audiologists, social workers, occupational therapists, dieticians, etc.) to offer all services as long as they continue to follow approved guidelines set by their professional colleges",
AB116,Alta.,Openings,Openings — non-essential services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-05-25,Government of Alberta,Permitted hair stylists and barbershops to resume operations in the cities of Calgary and Brooks,
AB117,Alta.,Openings,Openings — non-essential services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-05-25,Government of Alberta,"Permitted cafés, restaurants, pubs and bars in the cities of Calgary and Brooks to reopen for table service at 50% capacity",
AB119,Alta.,Openings,Openings — non-essential services,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-06-01,Government of Alberta,Permitted places of worship and funeral services in the cities of Calgary and Brooks to reopen provided they follow specific guidance,
AB120,Alta.,Openings,Openings — daycares,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,Not applicable,To be completed,Regional,FALSE,2020-05-13,2020-06-01,Government of Alberta,"Permitted day camps, including summer school, to resume in the cities of Calgary and Brooks; facilities may operate with a maximum cohort of 50 people, including staff and children",
AB122,Alta.,Openings,Openings — recreation,https://www.alberta.ca/alberta-relaunch-strategy.aspx,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-14,2020-06-01,Government of Alberta,"Permitted Alberta Parks' online campground reservation system to open for bookings at select campgrounds starting June 1, with some restrictions in place; out-of-province bookings will not be processed",
AB123,Alta.,Openings,Openings — recreation,https://albertaparks.ca/albertaparksca/news-events/response-to-covid-19/,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-01,2020-05-01,Government of Alberta,Permitted vehicle access to parking lots and staging areas in provincial parks,
AB124,Alta.,Distancing,Distancing — gatherings,https://www.alberta.ca/release.cfm?xID=713670A2FA9AB-D92C-888C-09E8339AEA83B882,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-15,2020-05-15,Government of Alberta,Increased the limit on outdoor gatherings to 50 people or fewer with distancing measures in place,
AB125,Alta.,Travel,Travel — self-isolation,https://www.alberta.ca/release.cfm?xID=71397FFF740D6-0176-5B5F-9E0149A38F3E4D52,Not applicable,To be completed,Regional,FALSE,2020-05-20,2020-05-20,Government of Alberta,Enacted public health measures for international travellers arriving at the Edmonton and Calgary airports. Travellers will need to complete an Alberta isolation questionnaire that details how they will follow mandatory isolation requirements. Provincial officials will follow up with travellers within 3 days to ensure they are following public health orders and have the information and support they need.,
AB126,Alta.,Case management,Case management — test criteria,https://www.alberta.ca/release.cfm?xID=71415671C0F0F-09D5-D29B-90D4D50D2FD8CA1B,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-22,2020-05-25,Alberta Health Services,Expanded testing criteria to include residents and staff in long-term care and level 4 designated supportive living facilities even if they have no symptoms,
AB127,Alta.,Case management,Case management — assessment centres,https://www.alberta.ca/release.cfm?xID=71415671C0F0F-09D5-D29B-90D4D50D2FD8CA1B,Not applicable,To be completed,Regional,FALSE,2020-05-22,2020-05-25,Alberta Health Services,Added an extension to the online self-assessment tool for the Calgary region to allow symptomatic individuals within the zone to book their own testing appointment if they live within 50 kilometres of an assessment centre and if the self-assessment tool indicates a test is required,
AB128,Alta.,Health services,Health services — equipment,https://www.alberta.ca/release.cfm?xID=714410EDFED64-D2AA-F51F-25E7D9BA4805BD51,Not applicable,To be completed,Provincial/territorial,FALSE,2020-05-25,2020-05-25,Government of Alberta,"Focusing the supply of critical personal protective equipment (PPE) to organizations that are at the highest risk of exposure to COVID-19 (i.e., hospital workers, first responders and those working in publicly funded or contracted homeless shelters, seniors care facilities and disability agencies) as businesses now have more options to source their own PPE",
