index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,geometry
1196,Neville House,"",Nursing and residential care facilities,Province of British Columbia,"",5675,neville st,V5J 2J1,burnaby,British Columbia,5675 neville st burnaby bc v5j 2j1,Burnaby,5915025,59,-122.9810592|49.2141609
1197,New Britton House,"",Nursing and residential care facilities,Province of British Columbia,"",7478,britton st,V3N 3A5,burnaby,British Columbia,7478 britton st burnaby bc v3n 3a5,Burnaby,5915025,59,-122.9478861|49.2168933
1198,New Greenwood Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",13227,96 ave,V3V 1Y5,surrey,British Columbia,13227 96th ave surrey bc v3v 1y5,Surrey,5915004,59,-122.856054|49.177352
1200,New Vista Care Home i,"",Nursing and residential care facilities,Province of British Columbia,"",7550,rosewood st,V5E 3Z3,burnaby,British Columbia,7550 rosewood st burnaby bc v5e 3z3,Burnaby,5915025,59,-122.945653|49.224288
1202,Newlands Residence,"",Nursing and residential care facilities,Province of British Columbia,"",20935,51b ave,V3A 5W3,langley city,British Columbia,20935 51b ave langley city bc v3a 5w3,Langley,5915002,59,-122.6436136|49.0965714
1203,Newmarket Drive,"",Nursing and residential care facilities,Province of British Columbia,"",2985,newmarket dr,V7R 2T7,north vancouver,British Columbia,2985 newmarket dr north vancouver bc v7r 2t7,North Vancouver,5915046,59,-123.1026853|49.3365841
1204,Newport House,"",Nursing and residential care facilities,Province of British Columbia,"",37948,3 ave,V8B 0A7,squamish,British Columbia,37948 3rd ave squamish bc v8b 0a7,Squamish,5931006,59,-123.156384|49.6982341
1205,Ng Nair Place,"",Nursing and residential care facilities,Province of British Columbia,"",23390,47 ave,V2Z 2S3,langley,British Columbia,23390 47th ave langley bc v2z 2s3,Langley,5915001,59,-122.575843|49.085938
1206,Nicola Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",2240,hawkins st,V3B 0M2,port coquitlam,British Columbia,2240 hawkins st port coquitlam bc v3b 0m2,Port Coquitlam,5915039,59,-122.737523|49.255787
1209,Nigel House,"",Nursing and residential care facilities,Province of British Columbia,"",846,nigel ave,V8X 4E5,victoria,British Columbia,846 nigel ave victoria bc v8x 4e5,Saanich,5917021,59,-123.3729505|48.4580708
1210,Nikola Road Group Home,"",Nursing and residential care facilities,Province of British Columbia,"",280,nikola rd,V9W 6H9,campbell river,British Columbia,280 nikola rd campbell river bc v9w 6h9,Campbell River,5924034,59,-125.28051|50.01196
1211,Ninety Fifth Avenue House,"",Nursing and residential care facilities,Province of British Columbia,"",15293,95 ave,V3R 9C5,surrey,British Columbia,15293 95th ave surrey bc v3r 9c5,Surrey,5915004,59,-122.798434|49.175215
1212,Ninth Avenue Residence,"",Nursing and residential care facilities,Province of British Columbia,"",2787,ninth ave,V9Y 2M6,port alberni,British Columbia,2787 ninth ave port alberni bc v9y 2m6,Port Alberni,5923008,59,-124.799|49.230356
1213,No. 5 Road Group Home,"",Nursing and residential care facilities,Province of British Columbia,"",10731,no 5 road,V7A 4E6,richmond,British Columbia,10731 no. 5 road richmond bc v7a 4e6,Richmond,5915015,59,-123.0926533|49.1340512
1214,Nootka Street Residence,"",Nursing and residential care facilities,Province of British Columbia,"",7050,nootka street,V8A 5E5,powell river,British Columbia,7050 nootka street powell river bc v8a 5e5,Powell River,5927008,59,-124.5182516|49.8209862
1215,Noric House,"",Nursing and residential care facilities,Province of British Columbia,"",1400,mission rd,V1T 9C3,vernon,British Columbia,1400 mission rd vernon bc v1t 9c3,Vernon,5937014,59,-119.282587|50.251193
1216,Normandy House,"",Nursing and residential care facilities,Province of British Columbia,"",575,normandy rd,V8Z 3J3,victoria,British Columbia,575 normandy rd victoria bc v8z 3j3,Saanich,5917021,59,-123.39167|48.500241
1217,Normanna Rest Home Ii,"",Nursing and residential care facilities,Province of British Columbia,"",7725,4 st,V3N 5B6,burnaby,British Columbia,7725 4th st burnaby bc v3n 5b6,Burnaby,5915025,59,-122.9276938|49.2221124
1221,North Okanagan Hospice House,"",Nursing and residential care facilities,Province of British Columbia,"",3506,27 ave,V1T 1S4,vernon,British Columbia,3506 27 ave vernon bc v1t 1s4,Vernon,5937014,59,-119.281794|50.261721
1224,North Shore Hospice,"",Nursing and residential care facilities,Province of British Columbia,"",319,14 st e,V7L 2N6,north vancouver,British Columbia,319 14th st e north vancouver bc v7l 2n6,North Vancouver,5915051,59,-123.065|49.32073
1225,Northcrest Care Centre Ltd.,"",Nursing and residential care facilities,Province of British Columbia,"",6771,120 st,V4E 2A7,delta,British Columbia,6771 120th st delta bc v4e 2a7,Delta,5915011,59,-122.8911054|49.126442
1229,Norwood House,"",Nursing and residential care facilities,Province of British Columbia,"",3636,norwood ave,V7N 3P7,north vancouver,British Columbia,3636 norwood ave north vancouver bc v7n 3p7,North Vancouver,5915046,59,-123.0767595|49.3429472
1230,Oak Bay Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",2251,cadboro bay rd,V8R 5H3,victoria,British Columbia,2251 cadboro bay rd victoria bc v8r 5h3,Oak Bay,5917030,59,-123.3138|48.432936
1232,Oakland,"",Nursing and residential care facilities,Province of British Columbia,"",6110,sperling ave,V5E 2T9,burnaby,British Columbia,6110 sperling ave burnaby bc v5e 2t9,Burnaby,5915025,59,-122.9643356|49.2283395
1234,Oceanside Place,"",Nursing and residential care facilities,Province of British Columbia,"",6039,brickyard rd,V9V 1M6,nanaimo,British Columbia,6039 brickyard rd nanaimo bc v9v 1m6,Nanaimo,5921007,59,-124.0264813|49.2356879
1236,One Hundred & Forty Three a Street Home,"",Nursing and residential care facilities,Province of British Columbia,"",8689,143a st,V3W 0K4,surrey,British Columbia,8689 143a st surrey bc v3w 0k4,Surrey,5915004,59,-122.8245|49.160448
1237,One Hundred and Fifty Eight a Street,"",Nursing and residential care facilities,Province of British Columbia,"",10607,158a st,V4N 3J2,surrey,British Columbia,10607 158a st surrey bc v4n 3j2,Surrey,5915004,59,-122.7829494|49.1953556
1238,One Hundred and Fifty Four Street Group Home,"",Nursing and residential care facilities,Province of British Columbia,"",1660,154 st,V4A 4R9,surrey,British Columbia,1660 154th st surrey bc v4a 4r9,Surrey,5915004,59,-122.795417|49.032257
1239,One Hundred and Thirty First Street Home,"",Nursing and residential care facilities,Province of British Columbia,"",9643,131 st,V3T 3P4,surrey,British Columbia,9643 131st st surrey bc v3t 3p4,Surrey,5915004,59,-122.859968|49.178018
1240,Onsite Detox and Transitional Housing,"",Nursing and residential care facilities,Province of British Columbia,"",137,e hastings st,V6A 1N5,vancouver,British Columbia,137 e hastings st vancouver bc v6a 1n5,Vancouver,5915022,59,-123.1012105|49.2816658
1241,Onyx House,"",Nursing and residential care facilities,Province of British Columbia,"",1725,pearl st,V8R 2Z4,victoria,British Columbia,1725 pearl st victoria bc v8r 2z4,Victoria,5917034,59,-123.33275|48.441832
1242,Orchard Haven,"",Nursing and residential care facilities,Province of British Columbia,"",700,3 st,V0X 1N0,keremeos,British Columbia,700 3 st keremeos bc v0x 1n0,Keremeos,5907009,59,-119.833278|49.204679
1243,Orchard Heights,"",Nursing and residential care facilities,Province of British Columbia,"",5538,chaffey ave,V5H 2S2,burnaby,British Columbia,5538 chaffey ave burnaby bc v5h 2s2,Burnaby,5915025,59,-123.0070684|49.2343627
1244,Orchard Manor at Hawthorn Park,"",Nursing and residential care facilities,Province of British Columbia,"",3221,casorso rd,V1Y 3J5,kelowna,British Columbia,3221 casorso rd kelowna bc v1y 3j5,Kelowna,5935010,59,-119.4853353|49.8602539
1246,Orchard Recovery Center,"",Nursing and residential care facilities,Province of British Columbia,"",811,grafton rd,V0N 1G2,bowen island,British Columbia,811 grafton rd bowen island bc v0n 1g2,Bowen Island,5915062,59,-123.361|49.372131
1247,Orchard View Group Home,"",Nursing and residential care facilities,Province of British Columbia,"",3231,30 st ne,V1E 3L1,salmon arm,British Columbia,3231 30 st ne salmon arm bc v1e 3l1,Salmon Arm,5939032,59,-119.250892|50.723292
1248,Orcrest Group Home,"",Nursing and residential care facilities,Province of British Columbia,"",860,orcrest dr,V2B 6T2,kamloops,British Columbia,860 orcrest dr kamloops bc v2b 6t2,Kamloops,5933042,59,-120.3438216|50.7750076
1249,Ord Road Group Home,"",Nursing and residential care facilities,Province of British Columbia,"",3510,ord road,V2B 8B6,kamloops,British Columbia,3510 ord road kamloops bc v2b 8b6,Kamloops,5933042,59,-120.46172|50.715316
1250,Origin at Longwood (Astoria Suites),"",Nursing and residential care facilities,Province of British Columbia,"",6205,oliver rd,V9T 6T1,nanaimo,British Columbia,6205 oliver rd nanaimo bc v9t 6t1,Nanaimo,5921007,59,-124.03124|49.22078
1251,Orillia House,"",Nursing and residential care facilities,Province of British Columbia,"",2965,orillia st,V9A 1Y6,victoria,British Columbia,2965 orillia st victoria bc v9a 1y6,Saanich,5917021,59,-123.3959333|48.4482137
1252,Oriole House,"",Nursing and residential care facilities,Province of British Columbia,"",1080,holt st,V2B 5H2,kamloops,British Columbia,1080 holt st kamloops bc v2b 5h2,Kamloops,5933042,59,-120.3889523|50.7091406
1253,Oriole Lodge,"",Nursing and residential care facilities,Province of British Columbia,"",32539,oriole cres,V2T 4C7,abbotsford,British Columbia,32539 oriole cres abbotsford bc v2t 4c7,Abbotsford,5909052,59,-122.3230039|49.0572496
1254,Orion House,"",Nursing and residential care facilities,Province of British Columbia,"",20395,42 ave,V3A 3A6,langley,British Columbia,20395 42nd ave langley bc v3a 3a6,Langley,5915001,59,-122.6586376|49.0785912
1255,Ospika Residence,"",Nursing and residential care facilities,Province of British Columbia,"",2690,ospika blvd s,V2N 2L8,prince george,British Columbia,2690 ospika blvd s prince george bc v2n 2l8,Prince George,5953023,59,-122.78843|53.893633
1256,Osprey Home,"",Nursing and residential care facilities,Province of British Columbia,"",30772,osprey dr,V2T 5J4,abbotsford,British Columbia,30772 osprey dr abbotsford bc v2t 5j4,Abbotsford,5909052,59,-122.3712483|49.057665
1257,Our House,"",Nursing and residential care facilities,Province of British Columbia,"",2620,hoskins road,V7J 3A3,north vancouver,British Columbia,2620 hoskins road north vancouver bc v7j 3a3,North Vancouver,5915046,59,-123.0257809|49.3323066
1258,Our Place,"",Nursing and residential care facilities,Province of British Columbia,"",287,e 33 ave,V5V 2Z7,vancouver,British Columbia,287 e 33rd ave vancouver bc v5v 2z7,Vancouver,5915022,59,-123.0993326|49.2407212
1260,Oyster Harbour Seniors Community,"",Nursing and residential care facilities,Province of British Columbia,"",1127,fourth ave,V9G 1A6,ladysmith,British Columbia,1127 fourth ave ladysmith bc v9g 1a6,Ladysmith,5919021,59,-123.8287358|48.9966463
1261,Ozanam House,"",Nursing and residential care facilities,Province of British Columbia,"",2629,richter st,V1Y 2R3,kelowna,British Columbia,2629 richter st kelowna bc v1y 2r3,Kelowna,5935010,59,-119.4877827|49.8667968
1263,Pacifica House,"",Nursing and residential care facilities,Province of British Columbia,"",46110,collins dr,V2R 2G2,chilliwack,British Columbia,46110 collins dr chilliwack bc v2r 2g2,Chilliwack,5909020,59,-121.9500919|49.1262975
1264,Pacifica Treatment Centre,"",Nursing and residential care facilities,Province of British Columbia,"",1755,e 11 ave,V5N 1Y9,vancouver,British Columbia,1755 e 11th ave vancouver bc v5n 1y9,Vancouver,5915022,59,-123.0684104|49.2607112
1265,Paddock Home,"",Nursing and residential care facilities,Province of British Columbia,"",124,paddock pl,V9B 5G1,victoria,British Columbia,124 paddock pl victoria bc v9b 5g1,View Royal,5917047,59,-123.4394017|48.4613659
1266,Padwick House,"",Nursing and residential care facilities,Province of British Columbia,"",1924,jones avenue n,V7M 2W5,vancouver,British Columbia,1924 jones avenue north vancouver bc v7m 2w5,North Vancouver,5915051,59,-123.0811369|49.3267725
1267,Paisley House,"",Nursing and residential care facilities,Province of British Columbia,"",3091,paisley rd,V7R 1C7,north vancouver,British Columbia,3091 paisley rd north vancouver bc v7r 1c7,West Vancouver,5915055,59,-123.198295|49.336714
1268,Panama House,"",Nursing and residential care facilities,Province of British Columbia,"",4148,carey rd,V8Z 4G8,victoria,British Columbia,4148 carey rd victoria bc v8z 4g8,Saanich,5917021,59,-123.39917|48.477019
1271,Park Drive Home,"",Nursing and residential care facilities,Province of British Columbia,"",6499,park drive,V0H 1T4,oliver,British Columbia,6499 park drive oliver bc v0h 1t4,Oliver,5907014,59,-119.5418863|49.1872754
1287,Parklandview,"",Nursing and residential care facilities,Province of British Columbia,"",8833,158 st,V4N 2Y7,surrey,British Columbia,8833 158th st surrey bc v4n 2y7,Surrey,5915004,59,-122.7846172|49.1635267
1288,Parkside House,"",Nursing and residential care facilities,Province of British Columbia,"",1740,feltham rd,V8N 2A3,victoria,British Columbia,1740 feltham rd victoria bc v8n 2a3,Saanich,5917021,59,-123.3286197|48.4762964
1289,Parkside Intermediate Care Home,"",Nursing and residential care facilities,Province of British Columbia,"",788,ospika blvd,V2M 6W5,prince george,British Columbia,788 ospika blvd prince george bc v2m 6w5,Prince George,5953023,59,-122.7952|53.917385
1290,Parktree House,"",Nursing and residential care facilities,Province of British Columbia,"",12229,parktree cres,V3X 1Z9,surrey,British Columbia,12229 parktree cres surrey bc v3x 1z9,Surrey,5915004,59,-122.8849992|49.1161555
1291,Parkview Place,"",Nursing and residential care facilities,Province of British Columbia,"",707,3 avenue,V0E 1V0,enderby,British Columbia,707 3 avenue enderby bc v0e 1v0,Enderby,5937033,59,-119.1407493|50.5466217
1294,Parkwood Court,"",Nursing and residential care facilities,Province of British Columbia,"",3000,shelbourne st,V8R 4M8,victoria,British Columbia,3000 shelbourne st victoria bc v8r 4m8,Victoria,5917034,59,-123.3338227|48.4441795
1295,Paskin Home,"",Nursing and residential care facilities,Province of British Columbia,"",761,paskin way,V8Z 6N4,victoria,British Columbia,761 paskin way victoria bc v8z 6n4,Saanich,5917021,59,-123.3925704|48.4935158
1296,Path to Freedom Treatment Centre Ltd.,"",Nursing and residential care facilities,Province of British Columbia,"",19030,56 ave,V3S 4N7,surrey,British Columbia,19030 56th ave surrey bc v3s 4n7,Surrey,5915004,59,-122.6955133|49.1042087
1297,Patterson Home,"",Nursing and residential care facilities,Province of British Columbia,"",7882,patterson rd,V8M 1L5,saanichton,British Columbia,7882 patterson rd saanichton bc v8m 1l5,Central Saanich,5917015,59,-123.4153745|48.5967597
1302,Peace Portal Seniors Village,"",Nursing and residential care facilities,Province of British Columbia,"",15441,16 ave,V4A 8T8,surrey,British Columbia,15441 16th ave surrey bc v4a 8t8,Surrey,5915004,59,-122.7945296|49.031282
1303,Peace Villa,"",Nursing and residential care facilities,Province of British Columbia,"",8407,112 ave,V1J 0J5,fort st john,British Columbia,8407 112 ave fort st. john bc v1j 0j5,Fort St. John,5955034,59,-120.81792|56.256732
1305,Peardonville House Treatment Centre,"",Nursing and residential care facilities,Province of British Columbia,"",825,peardonville rd,V4X 2K3,abbotsford,British Columbia,825 peardonville rd abbotsford bc v4x 2k3,Abbotsford,5909052,59,-122.4065114|49.0177352
1306,Pearl House,"",Nursing and residential care facilities,Province of British Columbia,"",1727,pearl st,V8X 5L3,victoria,British Columbia,1727 pearl st victoria bc v8x 5l3,Victoria,5917034,59,-123.3327607|48.4417088
1308,Pender House,"",Nursing and residential care facilities,Province of British Columbia,"",2596,e pender st,V5K 2B5,vancouver,British Columbia,2596 e pender st vancouver bc v5k 2b5,Vancouver,5915022,59,-123.052|49.279942
1309,Pendleton House,"",Nursing and residential care facilities,Province of British Columbia,"",9580,pendleton road,V7E 4N1,richmond,British Columbia,9580 pendleton road richmond bc v7e 4n1,Richmond,5915015,59,-123.1772907|49.1448543
