entry.id,jurisdiction,date.announced,date.implemented,category,type,primary.source.(news.release.or.specific.resource),secondary.source,action,level,indigenous.population.group,who,what,effective.until
AB122,Alberta,18396,18414,closures/openings,recreation,https://www.alberta.ca/alberta-relaunch-strategy.aspx,Not applicable,Easing,Provincial/territorial,FALSE,government of alberta,"permitted alberta parks' online campground reservation system to open for bookings at select campgrounds starting june 1, with some restrictions in place; out-of-province bookings will not be processed",18988
AB123,Alberta,18383,18383,closures/openings,recreation,https://albertaparks.ca/albertaparksca/news-events/response-to-covid-19/,Not applicable,Easing,Provincial/territorial,FALSE,government of alberta,permitted vehicle access to parking lots and staging areas in provincial parks,18988
AB124,Alberta,18397,18397,distancing,gatherings,https://www.alberta.ca/release.cfm?xID=713670A2FA9AB-D92C-888C-09E8339AEA83B882,Not applicable,Easing,Provincial/territorial,FALSE,government of alberta,increased the limit on outdoor gatherings to 50 people or fewer with distancing measures in place,18988
AB125,Alberta,18402,18402,travel,self-isolation,https://www.alberta.ca/release.cfm?xID=71397FFF740D6-0176-5B5F-9E0149A38F3E4D52,Not applicable,Tightening,Regional,FALSE,government of alberta,enacted public health measures for international travellers arriving at the edmonton and calgary airports. travellers will need to complete an alberta isolation questionnaire that details how they will follow mandatory isolation requirements. provincial officials will follow up with travellers within 3 days to ensure they are following public health orders and have the information and support they need.,18988
AB126,Alberta,18404,18407,case management,test criteria,https://www.alberta.ca/release.cfm?xID=71415671C0F0F-09D5-D29B-90D4D50D2FD8CA1B,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta health services,expanded testing criteria to include residents and staff in long-term care and level 4 designated supportive living facilities even if they have no symptoms,18988
AB127,Alberta,18404,18407,case management,assessment centres,https://www.alberta.ca/release.cfm?xID=71415671C0F0F-09D5-D29B-90D4D50D2FD8CA1B,Not applicable,Not applicable,Regional,FALSE,alberta health services,added an extension to the online self-assessment tool for the calgary region to allow symptomatic individuals within the zone to book their own testing appointment if they live within 50 kilometres of an assessment centre and if the self-assessment tool indicates a test is required,18988
AB128,Alberta,18407,18407,health services,equipment,https://www.alberta.ca/release.cfm?xID=714410EDFED64-D2AA-F51F-25E7D9BA4805BD51,Not applicable,Not applicable,Provincial/territorial,FALSE,government of alberta,"focusing the supply of critical personal protective equipment (ppe) to organizations that are at the highest risk of exposure to covid-19 (i.e., hospital workers, first responders and those working in publicly funded or contracted homeless shelters, seniors care facilities and disability agencies) as businesses now have more options to source their own ppe",18988
AB129,Alberta,18349,18349,case management,outbreak definitions,https://open.alberta.ca/dataset/a86d7a85-ce89-4e1c-9ec6-d1179674988f/resource/c7c9fab1-0583-4953-98ac-04511f03a367/download/health-guidelines-coronavirus-covid-19-2020-03-28.pdf,Not applicable,Not applicable,Provincial/territorial,TRUE,"ministry of health, government of alberta","defined an outbreak as 1 or more cases with covid-19-like symptoms, including at least 1 laboratory-confirmed case in a facility/community with vulnerable people—e.g., first nations community, shelter, hospital, long-term care facility, supportive living, lodge, seniors' residence or similar setting, any facility in which residential addiction treatment services are provided, daycare, correctional facility",18988
AB130,Alberta,18404,18407,health services,resumed medical procedures,https://www.alberta.ca/release.cfm?xID=71348A0F295D8-DA49-AFDF-A55CD044FEE7F8B8,https://edmontonjournal.com/news/politics/kenney-covid-19-relauch-calgary-brooks-alberta/,Easing,Regional,FALSE,government of alberta,resumed non-urgent surgeries that require overnight stays,18988
AB131,Alberta,18409,18409,health services,resumed medical procedures,Not applicable,https://www.cbc.ca/news/canada/calgary/alberta-cancer-screening-resumes-after-pandemic-suspension-1.5586513?cmp=rss,Easing,Provincial/territorial,FALSE,government of alberta,resumed cancer screening,18988
AB132,Alberta,18397,18397,health workforce,safety guidelines,https://www.acslpa.ca/wp-content/uploads/2020/05/Advisory-Statement-Providing-Services-During-a-Pandemic-May-15-2020.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta college of speech-language pathologists and audiologists,updated practice information for audiologists and speech-language pathologists to follow while providing certain in-person procedures; additional precautions must be taken,18988
AB133,Alberta,18396,18401,health workforce,safety guidelines,https://www.crdha.ca/media/249890/covid-19-return-to-work-guidelines-may-26-2020-final.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,college of registered dental hygienists of alberta,provided dental hygienists with safety guidelines for reopening,18988
AB134,Alberta,18387,18387,health workforce,safety guidelines,https://albertamidwives.org/company/roster/companyRosterDetails.html?companyId=28310&companyRosterId=88,Not applicable,Not applicable,Provincial/territorial,FALSE,college of midwives of alberta,published guidelines for midwives for safe out-of-hospital births and neonatal clinical care during the covid-19 pandemic,18988
AB135,Alberta,18409,18409,health workforce,safety guidelines,https://acmdtt.com/members/practice-guidance-for-mrts-and-enps-during-albertas-relaunch-of-non-essential-services-during-the-covid-19-pandemic/,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta college of medical diagnostic and therapeutic technologists,provided medical radiation technologists with safety guidelines for reopening,18988
AB136,Alberta,18396,18396,health workforce,safety guidelines,https://www.physiotherapyalberta.ca/physiotherapists/guidance_for_resuming_physiotherapy_practice_during_a_pandemic,Not applicable,Not applicable,Provincial/territorial,FALSE,physiotherapy alberta,released guidance on how to reopen practices safely during a pandemic,18988
AB137,Alberta,18396,18396,health workforce,safety guidelines,https://nurses.ab.ca/about/what-is-carna/news/2020/05/14/relaunchselfemployed,https://nurses.ab.ca/docs/default-source/latestnews/tri-nursing-relaunch---final.pdf?sfvrsn=af307398_2,Not applicable,Provincial/territorial,FALSE,"college and association of registered nurses of alberta, college of licensed practical nurses of alberta, college of registered psychiatric nurses of alberta",published safety guidelines for registered nurses and nurse practitioners to resume non-essential health services following a ministry announcement,18988
AB138,Alberta,18408,18408,health workforce,safety guidelines,https://acsw.in1touch.org/site/COVID-19?nav=sidebar#Cancellations,Not applicable,Not applicable,Provincial/territorial,FALSE,alberta college of social workers,published safety guidelines for non-essential and non-urgent service provision by social workers,18988
AB139,Alberta,18410,18411,closures/openings,daycares,https://www.alberta.ca/release.cfm?xID=71464A9A2983D-F4EF-8101-0B2D2F26717AB711,Not applicable,Easing,Provincial/territorial,FALSE,government of alberta,"permitted preschool programs to reopen; facilities may operate with a maximum cohort of 10 people, including staff and children",18988
AB140,Alberta,18411,18411,case management,test criteria,https://www.alberta.ca/release.cfm?xID=71476DB394289-E4E5-10FE-B7E8A396E11E0C16,Not applicable,Not applicable,Provincial/territorial,FALSE,government of alberta,"expanded testing criteria to test all albertans, whether they have covid-19 symptoms or not",18988
AB141,Alberta,18411,18421,public information,masks,https://www.alberta.ca/release.cfm?xID=71469CBC1BF0F-EF94-B660-C2BFCCB26FA6034C,https://www.alberta.ca/release.cfm?xID=72563E02FB9DD-B589-FB67-01BD12174335538C,Not applicable,Provincial/territorial,TRUE,government of alberta,"distributed 4 free non-medical masks per person at all a&w, mcdonald’s canada and tim hortons drive-through locations in alberta, while supplies last. no purchase is necessary. the government is also working with municipalities, first nations communities, métis settlements and local agencies to distribute the non-medical masks to those who need them.",18988
AB142,Alberta,18415,18415,travel,restrictions,https://www.alberta.ca/release.cfm?xID=72509A85B0A03-E887-D5E7-6DBB576BFE8509D6,Not applicable,Tightening,Provincial/territorial,FALSE,government of alberta,implemented enhanced border screening measures at the alta./us border crossing at coutts (busiest in the province and open 24 hours),18988
AB143,Alberta,18417,18489,health workforce,change in practice,https://www.alberta.ca/release.cfm?xID=72523FE1EE389-EC72-256C-CF899F24154E2773,Not applicable,Not applicable,Provincial/territorial,FALSE,government of alberta,"permanently amended regulations under the nursing homes act to allow nurse practitioners to act as primary care providers in nursing homes, admitting and assessing residents, as well as offering follow-up care. permanent changes also allowed nurse practitioners and other health professionals to prescribe medication and order treatments (e.g., common diagnostic tests, like x-rays, ultrasounds and ct scans) in nursing homes, according to their scopes of practice.",18988
AB146,Alberta,18422,18425,closures/openings,education,https://www.alberta.ca/release.cfm?xID=725710FD62885-974C-ABAF-B2759DE7C039A433,https://www.alberta.ca/alberta-relaunch-strategy.aspx ,Easing,Provincial/territorial,FALSE,government of alberta,permitted k-12 schools to open for requested diploma exams and summer school,18988
AB147,Alberta,18422,18425,closures/openings,recreation,https://www.alberta.ca/release.cfm?xID=725710FD62885-974C-ABAF-B2759DE7C039A433,https://www.alberta.ca/alberta-relaunch-strategy.aspx ,Easing,Provincial/territorial,FALSE,government of alberta,"permitted to open with restrictions: libraries; indoor recreation, fitness and sports, including gyms and arenas; movie theatres and theatres; community halls; team sports; pools for leisure swimming; casinos and bingo halls (but not table games); and instrumental concerts; also lifted the 50% capacity limit for provincial campgrounds",18988
