"CSDUID2016","HRUID2018","HR","Province"
1216011,1203,"Zone 3 - Eastern","Nova Scotia"
1208002,1204,"Zone 4 - Central","Nova Scotia"
1207011,1201,"Zone 1 - Western","Nova Scotia"
1215011,1203,"Zone 3 - Eastern","Nova Scotia"
1214001,1203,"Zone 3 - Eastern","Nova Scotia"
1213001,1203,"Zone 3 - Eastern","Nova Scotia"
1212009,1202,"Zone 2 - Northern","Nova Scotia"
1212001,1202,"Zone 2 - Northern","Nova Scotia"
1218003,1203,"Zone 3 - Eastern","Nova Scotia"
1216006,1203,"Zone 3 - Eastern","Nova Scotia"
1215008,1203,"Zone 3 - Eastern","Nova Scotia"
1212008,1202,"Zone 2 - Northern","Nova Scotia"
1211001,1202,"Zone 2 - Northern","Nova Scotia"
1205001,1201,"Zone 1 - Western","Nova Scotia"
1203004,1201,"Zone 1 - Western","Nova Scotia"
1212016,1202,"Zone 2 - Northern","Nova Scotia"
1205004,1201,"Zone 1 - Western","Nova Scotia"
1202001,1201,"Zone 1 - Western","Nova Scotia"
1205008,1201,"Zone 1 - Western","Nova Scotia"
1201008,1201,"Zone 1 - Western","Nova Scotia"
1210003,1202,"Zone 2 - Northern","Nova Scotia"
1213008,1203,"Zone 3 - Eastern","Nova Scotia"
1214010,1203,"Zone 3 - Eastern","Nova Scotia"
1202006,1201,"Zone 1 - Western","Nova Scotia"
1205014,1201,"Zone 1 - Western","Nova Scotia"
1206006,1201,"Zone 1 - Western","Nova Scotia"
1206008,1201,"Zone 1 - Western","Nova Scotia"
1214002,1203,"Zone 3 - Eastern","Nova Scotia"
1216001,1203,"Zone 3 - Eastern","Nova Scotia"
1211012,1202,"Zone 2 - Northern","Nova Scotia"
1201009,1201,"Zone 1 - Western","Nova Scotia"
1209019,1204,"Zone 4 - Central","Nova Scotia"
1210002,1202,"Zone 2 - Northern","Nova Scotia"
1208008,1204,"Zone 4 - Central","Nova Scotia"
1201004,1201,"Zone 1 - Western","Nova Scotia"
1212019,1202,"Zone 2 - Northern","Nova Scotia"
1202040,1201,"Zone 1 - Western","Nova Scotia"
1205006,1201,"Zone 1 - Western","Nova Scotia"
1208014,1202,"Zone 2 - Northern","Nova Scotia"
1205002,1201,"Zone 1 - Western","Nova Scotia"
1206014,1201,"Zone 1 - Western","Nova Scotia"
1206016,1201,"Zone 1 - Western","Nova Scotia"
1209037,1204,"Zone 4 - Central","Nova Scotia"
1204009,1201,"Zone 1 - Western","Nova Scotia"
1209038,1204,"Zone 4 - Central","Nova Scotia"
1209800,1204,"Zone 4 - Central","Nova Scotia"
1206011,1201,"Zone 1 - Western","Nova Scotia"
1207027,1201,"Zone 1 - Western","Nova Scotia"
1204015,1201,"Zone 1 - Western","Nova Scotia"
1209029,1204,"Zone 4 - Central","Nova Scotia"
1310032,1303,"Zone 3 (Fredericton area)","New Brunswick"
1305023,1302,"Zone 2 (Saint John area)","New Brunswick"
1305057,1302,"Zone 2 (Saint John area)","New Brunswick"
1305022,1302,"Zone 2 (Saint John area)","New Brunswick"
1311006,1303,"Zone 3 (Fredericton area)","New Brunswick"
1311005,1303,"Zone 3 (Fredericton area)","New Brunswick"
1302028,1302,"Zone 2 (Saint John area)","New Brunswick"
1307045,1301,"Zone 1 (Moncton area)","New Brunswick"
1307052,1301,"Zone 1 (Moncton area)","New Brunswick"
1308007,1301,"Zone 1 (Moncton area)","New Brunswick"
1310019,1303,"Zone 3 (Fredericton area)","New Brunswick"
1306020,1301,"Zone 1 (Moncton area)","New Brunswick"
1311004,1303,"Zone 3 (Fredericton area)","New Brunswick"
1309050,1307,"Zone 7 (Miramichi area)","New Brunswick"
1314013,1305,"Zone 5 (Campbellton area)","New Brunswick"
1305007,1302,"Zone 2 (Saint John area)","New Brunswick"
1307022,1301,"Zone 1 (Moncton area)","New Brunswick"
1307007,1301,"Zone 1 (Moncton area)","New Brunswick"
1315002,1306,"Zone 6 (Bathurst area)","New Brunswick"
1307004,1301,"Zone 1 (Moncton area)","New Brunswick"
1308001,1301,"Zone 1 (Moncton area)","New Brunswick"
1315026,1306,"Zone 6 (Bathurst area)","New Brunswick"
1308002,1301,"Zone 1 (Moncton area)","New Brunswick"
1305014,1302,"Zone 2 (Saint John area)","New Brunswick"
1310016,1303,"Zone 3 (Fredericton area)","New Brunswick"
1314012,1305,"Zone 5 (Campbellton area)","New Brunswick"
1312007,1303,"Zone 3 (Fredericton area)","New Brunswick"
1312009,1303,"Zone 3 (Fredericton area)","New Brunswick"
1302012,1302,"Zone 2 (Saint John area)","New Brunswick"
1302011,1302,"Zone 2 (Saint John area)","New Brunswick"
1310001,1303,"Zone 3 (Fredericton area)","New Brunswick"
1305021,1302,"Zone 2 (Saint John area)","New Brunswick"
1305011,1302,"Zone 2 (Saint John area)","New Brunswick"
1301006,1302,"Zone 2 (Saint John area)","New Brunswick"
1314016,1305,"Zone 5 (Campbellton area)","New Brunswick"
1304014,1302,"Zone 2 (Saint John area)","New Brunswick"
1310018,1303,"Zone 3 (Fredericton area)","New Brunswick"
1306008,1301,"Zone 1 (Moncton area)","New Brunswick"
1308016,1301,"Zone 1 (Moncton area)","New Brunswick"
1307012,1301,"Zone 1 (Moncton area)","New Brunswick"
1307008,1301,"Zone 1 (Moncton area)","New Brunswick"
1310002,1303,"Zone 3 (Fredericton area)","New Brunswick"
1312001,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304021,1303,"Zone 3 (Fredericton area)","New Brunswick"
1307019,1301,"Zone 1 (Moncton area)","New Brunswick"
1307009,1301,"Zone 1 (Moncton area)","New Brunswick"
1309011,1307,"Zone 7 (Miramichi area)","New Brunswick"
1309028,1307,"Zone 7 (Miramichi area)","New Brunswick"
1312016,1304,"Zone 4 (Edmundston area)","New Brunswick"
1312019,1304,"Zone 4 (Edmundston area)","New Brunswick"
1308014,1301,"Zone 1 (Moncton area)","New Brunswick"
1305001,1302,"Zone 2 (Saint John area)","New Brunswick"
1307016,1301,"Zone 1 (Moncton area)","New Brunswick"
1314021,1304,"Zone 4 (Edmundston area)","New Brunswick"
1314025,1305,"Zone 5 (Campbellton area)","New Brunswick"
1309004,1307,"Zone 7 (Miramichi area)","New Brunswick"
1303011,1303,"Zone 3 (Fredericton area)","New Brunswick"
1306011,1301,"Zone 1 (Moncton area)","New Brunswick"
1314017,1305,"Zone 5 (Campbellton area)","New Brunswick"
1307005,1301,"Zone 1 (Moncton area)","New Brunswick"
1301001,1302,"Zone 2 (Saint John area)","New Brunswick"
1315011,1306,"Zone 6 (Bathurst area)","New Brunswick"
1311031,1303,"Zone 3 (Fredericton area)","New Brunswick"
1315031,1306,"Zone 6 (Bathurst area)","New Brunswick"
1312006,1303,"Zone 3 (Fredericton area)","New Brunswick"
1315012,1306,"Zone 6 (Bathurst area)","New Brunswick"
1305026,1302,"Zone 2 (Saint John area)","New Brunswick"
1305031,1302,"Zone 2 (Saint John area)","New Brunswick"
1310007,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304001,1302,"Zone 2 (Saint John area)","New Brunswick"
1314008,1305,"Zone 5 (Campbellton area)","New Brunswick"
1314011,1305,"Zone 5 (Campbellton area)","New Brunswick"
1309017,1307,"Zone 7 (Miramichi area)","New Brunswick"
1302014,1302,"Zone 2 (Saint John area)","New Brunswick"
1311019,1303,"Zone 3 (Fredericton area)","New Brunswick"
1307001,1301,"Zone 1 (Moncton area)","New Brunswick"
1301016,1302,"Zone 2 (Saint John area)","New Brunswick"
1310028,1303,"Zone 3 (Fredericton area)","New Brunswick"
1310034,1303,"Zone 3 (Fredericton area)","New Brunswick"
1312002,1303,"Zone 3 (Fredericton area)","New Brunswick"
1312014,1303,"Zone 3 (Fredericton area)","New Brunswick"
1311014,1303,"Zone 3 (Fredericton area)","New Brunswick"
1310017,1303,"Zone 3 (Fredericton area)","New Brunswick"
1306004,1301,"Zone 1 (Moncton area)","New Brunswick"
1314022,1304,"Zone 4 (Edmundston area)","New Brunswick"
1315030,1306,"Zone 6 (Bathurst area)","New Brunswick"
1314001,1305,"Zone 5 (Campbellton area)","New Brunswick"
1313027,1304,"Zone 4 (Edmundston area)","New Brunswick"
1311026,1303,"Zone 3 (Fredericton area)","New Brunswick"
1308017,1301,"Zone 1 (Moncton area)","New Brunswick"
1313014,1304,"Zone 4 (Edmundston area)","New Brunswick"
1313006,1304,"Zone 4 (Edmundston area)","New Brunswick"
1309023,1307,"Zone 7 (Miramichi area)","New Brunswick"
1308004,1301,"Zone 1 (Moncton area)","New Brunswick"
1314014,1305,"Zone 5 (Campbellton area)","New Brunswick"
1309026,1307,"Zone 7 (Miramichi area)","New Brunswick"
1311027,1303,"Zone 3 (Fredericton area)","New Brunswick"
1313042,1304,"Zone 4 (Edmundston area)","New Brunswick"
1314004,1305,"Zone 5 (Campbellton area)","New Brunswick"
1308003,1301,"Zone 1 (Moncton area)","New Brunswick"
1304008,1302,"Zone 2 (Saint John area)","New Brunswick"
1310036,1303,"Zone 3 (Fredericton area)","New Brunswick"
1311018,1303,"Zone 3 (Fredericton area)","New Brunswick"
1302018,1302,"Zone 2 (Saint John area)","New Brunswick"
1315008,1306,"Zone 6 (Bathurst area)","New Brunswick"
1315014,1306,"Zone 6 (Bathurst area)","New Brunswick"
1313001,1304,"Zone 4 (Edmundston area)","New Brunswick"
1309001,1307,"Zone 7 (Miramichi area)","New Brunswick"
1303008,1303,"Zone 3 (Fredericton area)","New Brunswick"
1312023,1304,"Zone 4 (Edmundston area)","New Brunswick"
1309016,1307,"Zone 7 (Miramichi area)","New Brunswick"
1312021,1304,"Zone 4 (Edmundston area)","New Brunswick"
1302016,1302,"Zone 2 (Saint John area)","New Brunswick"
1313015,1304,"Zone 4 (Edmundston area)","New Brunswick"
1307029,1301,"Zone 1 (Moncton area)","New Brunswick"
1315015,1306,"Zone 6 (Bathurst area)","New Brunswick"
1306014,1301,"Zone 1 (Moncton area)","New Brunswick"
1313035,1304,"Zone 4 (Edmundston area)","New Brunswick"
1305038,1302,"Zone 2 (Saint John area)","New Brunswick"
1314015,1305,"Zone 5 (Campbellton area)","New Brunswick"
1313020,1304,"Zone 4 (Edmundston area)","New Brunswick"
1313024,1304,"Zone 4 (Edmundston area)","New Brunswick"
1313012,1304,"Zone 4 (Edmundston area)","New Brunswick"
1309038,1307,"Zone 7 (Miramichi area)","New Brunswick"
1302031,1302,"Zone 2 (Saint John area)","New Brunswick"
1310026,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304024,1303,"Zone 3 (Fredericton area)","New Brunswick"
1309035,1307,"Zone 7 (Miramichi area)","New Brunswick"
1305015,1302,"Zone 2 (Saint John area)","New Brunswick"
1310021,1303,"Zone 3 (Fredericton area)","New Brunswick"
1311028,1303,"Zone 3 (Fredericton area)","New Brunswick"
1311001,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304018,1303,"Zone 3 (Fredericton area)","New Brunswick"
1302024,1302,"Zone 2 (Saint John area)","New Brunswick"
1313004,1304,"Zone 4 (Edmundston area)","New Brunswick"
1309044,1307,"Zone 7 (Miramichi area)","New Brunswick"
1309036,1307,"Zone 7 (Miramichi area)","New Brunswick"
1302037,1302,"Zone 2 (Saint John area)","New Brunswick"
1315032,1306,"Zone 6 (Bathurst area)","New Brunswick"
1315028,1306,"Zone 6 (Bathurst area)","New Brunswick"
1310031,1303,"Zone 3 (Fredericton area)","New Brunswick"
1315027,1306,"Zone 6 (Bathurst area)","New Brunswick"
1311011,1303,"Zone 3 (Fredericton area)","New Brunswick"
1312008,1303,"Zone 3 (Fredericton area)","New Brunswick"
1315024,1306,"Zone 6 (Bathurst area)","New Brunswick"
1309014,1307,"Zone 7 (Miramichi area)","New Brunswick"
1315016,1306,"Zone 6 (Bathurst area)","New Brunswick"
1315029,1306,"Zone 6 (Bathurst area)","New Brunswick"
1315021,1306,"Zone 6 (Bathurst area)","New Brunswick"
1314020,1304,"Zone 4 (Edmundston area)","New Brunswick"
1309018,1307,"Zone 7 (Miramichi area)","New Brunswick"
1313011,1304,"Zone 4 (Edmundston area)","New Brunswick"
1315019,1306,"Zone 6 (Bathurst area)","New Brunswick"
1312004,1303,"Zone 3 (Fredericton area)","New Brunswick"
1315002,1307,"Zone 7 (Miramichi area)","New Brunswick"
1302026,1302,"Zone 2 (Saint John area)","New Brunswick"
1311012,1303,"Zone 3 (Fredericton area)","New Brunswick"
1315006,1306,"Zone 6 (Bathurst area)","New Brunswick"
1311030,1303,"Zone 3 (Fredericton area)","New Brunswick"
1313034,1304,"Zone 4 (Edmundston area)","New Brunswick"
1313041,1304,"Zone 4 (Edmundston area)","New Brunswick"
1313037,1304,"Zone 4 (Edmundston area)","New Brunswick"
1314006,1305,"Zone 5 (Campbellton area)","New Brunswick"
1314005,1305,"Zone 5 (Campbellton area)","New Brunswick"
1309019,1307,"Zone 7 (Miramichi area)","New Brunswick"
1311024,1303,"Zone 3 (Fredericton area)","New Brunswick"
1308022,1301,"Zone 1 (Moncton area)","New Brunswick"
1308018,1301,"Zone 1 (Moncton area)","New Brunswick"
1313018,1304,"Zone 4 (Edmundston area)","New Brunswick"
1309021,1303,"Zone 3 (Fredericton area)","New Brunswick"
1308019,1301,"Zone 1 (Moncton area)","New Brunswick"
1308012,1301,"Zone 1 (Moncton area)","New Brunswick"
1309022,1303,"Zone 3 (Fredericton area)","New Brunswick"
1309031,1307,"Zone 7 (Miramichi area)","New Brunswick"
1314003,1305,"Zone 5 (Campbellton area)","New Brunswick"
1308024,1301,"Zone 1 (Moncton area)","New Brunswick"
1315020,1306,"Zone 6 (Bathurst area)","New Brunswick"
1311008,1303,"Zone 3 (Fredericton area)","New Brunswick"
1305045,1302,"Zone 2 (Saint John area)","New Brunswick"
1312011,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304022,1303,"Zone 3 (Fredericton area)","New Brunswick"
1301004,1302,"Zone 2 (Saint John area)","New Brunswick"
1303014,1303,"Zone 3 (Fredericton area)","New Brunswick"
1309027,1303,"Zone 3 (Fredericton area)","New Brunswick"
1310006,1303,"Zone 3 (Fredericton area)","New Brunswick"
1305004,1302,"Zone 2 (Saint John area)","New Brunswick"
1306001,1301,"Zone 1 (Moncton area)","New Brunswick"
1306025,1301,"Zone 1 (Moncton area)","New Brunswick"
1309006,1307,"Zone 7 (Miramichi area)","New Brunswick"
1305008,1302,"Zone 2 (Saint John area)","New Brunswick"
1311021,1303,"Zone 3 (Fredericton area)","New Brunswick"
1301002,1302,"Zone 2 (Saint John area)","New Brunswick"
1315036,1306,"Zone 6 (Bathurst area)","New Brunswick"
1302008,1302,"Zone 2 (Saint John area)","New Brunswick"
1308005,1301,"Zone 1 (Moncton area)","New Brunswick"
1307013,1301,"Zone 1 (Moncton area)","New Brunswick"
1308006,1301,"Zone 1 (Moncton area)","New Brunswick"
1315038,1306,"Zone 6 (Bathurst area)","New Brunswick"
1313002,1304,"Zone 4 (Edmundston area)","New Brunswick"
1308008,1301,"Zone 1 (Moncton area)","New Brunswick"
1307002,1301,"Zone 1 (Moncton area)","New Brunswick"
1305036,1302,"Zone 2 (Saint John area)","New Brunswick"
1310013,1303,"Zone 3 (Fredericton area)","New Brunswick"
1303012,1303,"Zone 3 (Fredericton area)","New Brunswick"
1302039,1302,"Zone 2 (Saint John area)","New Brunswick"
1303004,1303,"Zone 3 (Fredericton area)","New Brunswick"
1310054,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304016,1302,"Zone 2 (Saint John area)","New Brunswick"
1302042,1302,"Zone 2 (Saint John area)","New Brunswick"
1302044,1302,"Zone 2 (Saint John area)","New Brunswick"
1302034,1302,"Zone 2 (Saint John area)","New Brunswick"
1307028,1301,"Zone 1 (Moncton area)","New Brunswick"
1307024,1301,"Zone 1 (Moncton area)","New Brunswick"
1308010,1301,"Zone 1 (Moncton area)","New Brunswick"
1302021,1302,"Zone 2 (Saint John area)","New Brunswick"
1304006,1302,"Zone 2 (Saint John area)","New Brunswick"
1302004,1302,"Zone 2 (Saint John area)","New Brunswick"
1310024,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304005,1303,"Zone 3 (Fredericton area)","New Brunswick"
1305028,1302,"Zone 2 (Saint John area)","New Brunswick"
1305034,1302,"Zone 2 (Saint John area)","New Brunswick"
1305024,1302,"Zone 2 (Saint John area)","New Brunswick"
1305018,1302,"Zone 2 (Saint John area)","New Brunswick"
1310011,1303,"Zone 3 (Fredericton area)","New Brunswick"
1302006,1302,"Zone 2 (Saint John area)","New Brunswick"
1303016,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304013,1303,"Zone 3 (Fredericton area)","New Brunswick"
1310012,1303,"Zone 3 (Fredericton area)","New Brunswick"
1303001,1303,"Zone 3 (Fredericton area)","New Brunswick"
1305006,1302,"Zone 2 (Saint John area)","New Brunswick"
1304011,1303,"Zone 3 (Fredericton area)","New Brunswick"
1306007,1301,"Zone 1 (Moncton area)","New Brunswick"
1304004,1303,"Zone 3 (Fredericton area)","New Brunswick"
1313032,1304,"Zone 4 (Edmundston area)","New Brunswick"
1303005,1303,"Zone 3 (Fredericton area)","New Brunswick"
1313038,1304,"Zone 4 (Edmundston area)","New Brunswick"
1310014,1303,"Zone 3 (Fredericton area)","New Brunswick"
1310004,1303,"Zone 3 (Fredericton area)","New Brunswick"
1303013,1303,"Zone 3 (Fredericton area)","New Brunswick"
1304025,1303,"Zone 3 (Fredericton area)","New Brunswick"
1302052,1302,"Zone 2 (Saint John area)","New Brunswick"
1315037,1306,"Zone 6 (Bathurst area)","New Brunswick"
1305016,1302,"Zone 2 (Saint John area)","New Brunswick"
1308026,1301,"Zone 1 (Moncton area)","New Brunswick"
1309034,1307,"Zone 7 (Miramichi area)","New Brunswick"
1313022,1304,"Zone 4 (Edmundston area)","New Brunswick"
1310008,1303,"Zone 3 (Fredericton area)","New Brunswick"
1315013,1306,"Zone 6 (Bathurst area)","New Brunswick"
1315010,1306,"Zone 6 (Bathurst area)","New Brunswick"
1309047,1307,"Zone 7 (Miramichi area)","New Brunswick"
1313039,1304,"Zone 4 (Edmundston area)","New Brunswick"
1308015,1301,"Zone 1 (Moncton area)","New Brunswick"
1310037,1303,"Zone 3 (Fredericton area)","New Brunswick"
1313036,1304,"Zone 4 (Edmundston area)","New Brunswick"
1308021,1301,"Zone 1 (Moncton area)","New Brunswick"
1313008,1304,"Zone 4 (Edmundston area)","New Brunswick"
1306003,1301,"Zone 1 (Moncton area)","New Brunswick"
1307014,1301,"Zone 1 (Moncton area)","New Brunswick"
1307011,1301,"Zone 1 (Moncton area)","New Brunswick"
1303006,1303,"Zone 3 (Fredericton area)","New Brunswick"
